uri,book_id,name,author_name,author_movement,genre,abstract,Rating_1,Rating_2,Rating_3,Rating_4,Rating_5,Avg_Rating
http://dbpedia.org/resource/The_Count_of_Monte_Cristo,2344,The Count of Monte Cristo,Alexandre Dumas,Historical fiction,Adventure fiction,"The Count of Monte Cristo (French: Le Comte de Monte-Cristo) is an adventure novel by French author Alexandre Dumas (père) completed in 1844. It is one of the author's most popular works, along with The Three Musketeers. Like many of his novels, it is expanded from plot outlines suggested by his collaborating ghostwriter Auguste Maquet.The story takes place in France, Italy, and islands in the Mediterranean during the historical events of 1815–1839: the era of the Bourbon Restoration through the reign of Louis-Philippe of France. It begins just before the Hundred Days period (when Napoleon returned to power after his exile). The historical setting is a fundamental element of the book, an adventure story primarily concerned with themes of hope, justice, vengeance, mercy, and forgiveness. It centres around a man who is wrongfully imprisoned, escapes from jail, acquires a fortune, and sets about getting revenge on those responsible for his imprisonment. However, his plans have devastating consequences for the innocent as well as the guilty. In addition, it is a story that involves romance, loyalty, betrayal, and selfishness, shown throughout the story as characters slowly reveal their true inner nature.The book is considered a literary classic today. According to Luc Sante, 'The Count of Monte Cristo has become a fixture of Western civilization's literature, as inescapable and immediately identifiable as Mickey Mouse, Noah's flood, and the story of Little Red Riding Hood.'",2204,1222,3956,907,582,2.5988050952542
http://dbpedia.org/resource/The_Call_of_the_Wild,1861,The Call of the Wild,Jack London,Realism (arts),Adventure fiction,"The Call of the Wild is a short adventure novel by Jack London published in 1903 and set in Yukon, Canada during the 1890s Klondike Gold Rush, when strong sled dogs were in high demand. The central character is a dog named Buck. The story opens at a ranch in the Santa Clara Valley of California when Buck is stolen from his home and sold into service as a sled dog in Alaska. He progressively reverts to a wild state in the harsh climate, where he is forced to fight to dominate other dogs. By the end, he sheds the veneer of civilization and relies on primordial instinct and learned experience to emerge as a leader in the wild.London spent almost a year in the Yukon collecting material for the book. The story was serialized in the Saturday Evening Post in the summer of 1903; it was published a month later in book form. The book’s great popularity and success made a reputation for London. Much of its appeal derives from its simplicity as a tale of survival. As early as 1923, the story was adapted to film, and it has since seen several more cinematic adaptations.",5988,4656,4389,5485,601,2.52909702163928
http://dbpedia.org/resource/The_First_Garment,47,The First Garment,Guram Dochanashvili,Modernism,Adventure fiction,"The First Garment is a novel by a Georgian writer Guram Dochanashvili which serves as a retelling of The Parable of the Lost Son from the Bible. The plot follows a young, inexperienced, adventure-seeking man named Domenico who is deeply affected by the appearance and stories of a mysterious refugee in his village, and thus decides to take his inheritance and leave the village to go on adventuring. Over the years, Domenico meets many different people and gets caught up in the War of Canudos.",7971,612,5600,4434,113,2.36497597437266
http://dbpedia.org/resource/The_Adventures_of_Harry_Richmond,731,The Adventures of Harry Richmond,George Meredith,Victorian literature,Adventure fiction,"The Adventures of Harry Richmond (1870–71) is a romance by British author George Meredith, sometimes picaresque, sometimes melodramatic. It is believed to be strongly autobiographical in some sections. Meredith intended the book to be a popular success, but the roll-call of reprints shows it to have been so only during Meredith's late-Victorian and Edwardian heyday, his highly-wrought style proving an obstacle for some readers.",6042,8533,6527,3319,603,2.35693734015345
http://dbpedia.org/resource/The_Abysmal_Brute,1618,The Abysmal Brute,Jack London,Naturalism (literature),Adventure fiction,"The Abysmal Brute is a novel by American writer Jack London, first published in book form in 1913. It is a short novel, and could be regarded as a novelette. It first appeared in September 1911 in Popular Magazine.In the story, a successful boxer, who was brought up in a log cabin and knows little of the real world, begins to realize the corrupt practices in the game of boxing.",8249,8409,9144,2311,1638,2.35061006352728
http://dbpedia.org/resource/Georges_(novel),2343,Georges (novel),Alexandre Dumas,Romanticism,Adventure fiction,"Georges is a short novel by Alexandre Dumas, père set on the island of Mauritius, from 1810 to 1824. This novel is of particular interest to scholars because Dumas reused many of the ideas and plot devices later in The Count of Monte Cristo, and because race and racism are at the center of this novel, and this was a topic on which Dumas, despite his part-African ancestry, rarely wrote.Georges was first published in 1843.  It has been republished in English as George; or, the Planter of the Isle of France.A new translation by Tina Kover, edited by Werner Sollors and with an introduction by Jamaica Kincaid, was published by Random House, Inc./Modern Library in May 2007.",3029,8740,6847,496,428,2.31187308085977
http://dbpedia.org/resource/The_Sea-Wolf,1617,The Sea-Wolf,Jack London,Naturalism (literature),Adventure fiction,"The Sea-Wolf is a 1904 psychological adventure novel by American novelist Jack London about a literary critic, survivor of an ocean collision, who comes under the dominance of Wolf Larsen, the powerful and amoral sea captain who rescues him. Its first printing of forty thousand copies was immediately sold out before publication on the strength of London's previous The Call of the Wild. Ambrose Bierce wrote, 'The great thing—and it is among the greatest of things—is that tremendous creation, Wolf Larsen... the hewing out and setting up of such a figure is enough for a man to do in one lifetime... The love element, with its absurd suppressions, and impossible proprieties, is awful.'",9716,8970,3589,2435,3205,2.29940891993552
http://dbpedia.org/resource/Schilder-boeck,931,Schilder-boeck,Karel van Mander,Mannerism,Aesthetics,"Het Schilder-Boeck or Schilderboek is a book written by the Flemish writer and painter Karel van Mander first published in 1604 in Haarlem in the Dutch Republic, where van Mander resided.  The book is written in 17th century Dutch and its title is commonly translated into English as 'The Book of Painters' or 'The Book of (or on) Painting' and sometimes as 'The Book on Picturing'.  Het Schilder-Boeck consists of six parts and is considered one of the principal sources on the history of art and art theory in the 15th and 16th century Low Countries. The book was very well received and sold well.  Karel van Mander died two years after its publication.  A second posthumous edition, which included a brief, anonymous biography of van Mander was published in 1618.  This second edition was translated by Hessel Miedema into English and published in 1994-1997 together with a facsimile of the original and 5 volumes of notes on the text.",5370,7824,8745,4852,8708,3.10434096735119
http://dbpedia.org/resource/The_Autobiography_of_an_Ex-Colored_Man,126,The Autobiography of an Ex-Colored Man,James Weldon Johnson,Harlem Renaissance,African-American literature,"The Autobiography of an Ex-Colored Man (1912/1927) by James Weldon Johnson is the fictional account of a young biracial man, referred to only as the 'Ex-Colored Man', living in post-Reconstruction era America in the late nineteenth and early twentieth centuries. He lives through a variety of experiences, including witnessing a lynching, that convince him to 'pass' as white to secure his safety and advancement, but he feels as if he has given up his dream of 'glorifying' the black race by composing ragtime music.",6453,2354,2540,2788,3770,2.72454621614074
http://dbpedia.org/resource/The_Difference_Engine,1324,The Difference Engine,Bruce Sterling,Cyberpunk derivatives,Alternate history,"The Difference Engine (1990) is an alternate history novel by William Gibson and Bruce Sterling. It is widely regarded as a book that helped establish the genre conventions of steampunk.It posits a Victorian Britain in which great technological and social change has occurred after entrepreneurial inventor Charles Babbage succeeded in his ambition to build a mechanical computer (actually his analytical engine rather than the difference engine).The novel was nominated for the British Science Fiction Award in 1990, the Nebula Award for Best Novel in 1991, and both the John W. Campbell Memorial Award and the Prix Aurora Award in 1992.",994,6367,8571,2755,5580,3.22911773189929
http://dbpedia.org/resource/The_Eyre_Affair,152,The Eyre Affair,Jasper Fforde,Postmodern literature,Alternate history,"The Eyre Affair is the first published novel by English author Jasper Fforde, released by Hodder and Stoughton in 2001. It takes place in alternative 1985, where literary detective Thursday Next pursues a master criminal through the world of Charlotte Brontë's Jane Eyre.",5938,9130,20,9549,6920,3.07551414900022
http://dbpedia.org/resource/The_Difference_Engine,2191,The Difference Engine,William Gibson,Cyberpunk derivatives,Alternate history,"The Difference Engine (1990) is an alternate history novel by William Gibson and Bruce Sterling. It is widely regarded as a book that helped establish the genre conventions of steampunk.It posits a Victorian Britain in which great technological and social change has occurred after entrepreneurial inventor Charles Babbage succeeded in his ambition to build a mechanical computer (actually his analytical engine rather than the difference engine).The novel was nominated for the British Science Fiction Award in 1990, the Nebula Award for Best Novel in 1991, and both the John W. Campbell Memorial Award and the Prix Aurora Award in 1992.",7143,369,7837,59,7727,3.03708666522585
